记录时间:2015-04-21 10:26:03,263 描述 http://localhost:6411/user/login/support/fas123/info?_c_ip=::1
记录时间:2015-04-21 10:29:15,931 描述 http://192.168.1.31:8003/struct/intro?token=&_=1429583355615&_c_ip=::1
记录时间:2015-04-21 10:29:21,792 描述 http://192.168.1.31:8003/user/login/support/fas123/info?_c_ip=::1
记录时间:2015-04-21 10:30:09,897 描述 http://192.168.1.31:8003/user/login/supAdmin/123/info?_c_ip=::1
记录时间:2015-04-21 10:31:31,147 描述 http://192.168.1.31:8003/struct/intro?token=&_=1429583490397&_c_ip=::1
记录时间:2015-04-21 10:31:48,271 描述 http://192.168.1.31:8003/user/login/supAdmin/123/info?_c_ip=::1
记录时间:2015-04-21 10:31:51,816 描述 http://192.168.1.31:8003/user/login/supAdmin/123/info?_c_ip=::1
记录时间:2015-04-21 10:32:51,008 描述 http://192.168.1.31:8003/user/login/supAdmin/123/info?_c_ip=::1
记录时间:2015-04-21 10:34:47,407 描述 http://192.168.1.31:9006/user/login/supAdmin/123/info?_c_ip=::1
记录时间:2015-04-21 10:34:47,549 描述 http://192.168.1.31:9006/user/2/menuList?token=d3243a66-e6fc-43ef-ad58-f02e7775f90d&_=1429583687542&_c_ip=::1
记录时间:2015-04-21 10:34:48,734 描述 http://192.168.1.31:9006/user/2/menuList?token=d3243a66-e6fc-43ef-ad58-f02e7775f90d&_=1429583688436&_c_ip=::1
记录时间:2015-04-21 10:34:48,874 描述 http://192.168.1.31:9006/statistics/user/2/projects/status/2015-04-20 10:34:48/2015-04-21 10:34:48?token=d3243a66-e6fc-43ef-ad58-f02e7775f90d&_=1429583688437&_c_ip=::1
记录时间:2015-04-21 10:35:01,104 描述 http://192.168.1.31:9006/struct/intro?token=&_=1429583700397&_c_ip=::1
记录时间:2015-04-21 10:35:10,849 描述 http://192.168.1.31:9006/user/login/supAdmin/123/info?_c_ip=::1
记录时间:2015-04-21 10:35:10,914 描述 http://192.168.1.31:9006/user/2/menuList?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583710908&_c_ip=::1
记录时间:2015-04-21 10:35:11,462 描述 http://192.168.1.31:9006/user/2/menuList?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583711285&_c_ip=::1
记录时间:2015-04-21 10:35:11,577 描述 http://192.168.1.31:9006/statistics/user/2/projects/status/2015-04-20 10:35:11/2015-04-21 10:35:11?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583711286&_c_ip=::1
记录时间:2015-04-21 10:35:15,391 描述 http://192.168.1.31:9006/statistics/user/2/projects/status/2015-04-20 10:35:15/2015-04-21 10:35:15?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583711287&_c_ip=::1
记录时间:2015-04-21 10:35:15,393 描述 http://192.168.1.31:9006/statistics/user/2/project/17/structs/status/abnormal/2015-04-20 10:35:15/2015-04-21 10:35:15?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583711288&_c_ip=::1
记录时间:2015-04-21 10:35:25,968 描述 http://192.168.1.31:9006/statistics/user/2/projects/status/2015-04-20 10:35:25/2015-04-21 10:35:25?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583711289&_c_ip=::1
记录时间:2015-04-21 10:35:25,968 描述 http://192.168.1.31:9006/statistics/user/2/project/17/structs/status/abnormal/2015-04-20 10:35:25/2015-04-21 10:35:25?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583711290&_c_ip=::1
记录时间:2015-04-21 10:35:31,812 描述 http://192.168.1.31:9006/statistics/user/2/projects/status/2015-04-20 10:35:27/2015-04-21 10:35:27?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583711291&_c_ip=::1
记录时间:2015-04-21 10:35:31,812 描述 http://192.168.1.31:9006/statistics/user/2/project/17/structs/status/abnormal/2015-04-20 10:35:27/2015-04-21 10:35:27?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_=1429583711292&_c_ip=::1
记录时间:2015-04-21 10:47:46,288 描述 http://192.168.1.31:9006/user/2/structs?token=d3bb26e1-dd27-4717-84d6-fd0762a759e1&_c_ip=::1
记录时间:2015-04-21 10:48:09,543 描述 http://192.168.1.31:9006/user/logout/d3bb26e1-dd27-4717-84d6-fd0762a759e1?_c_ip=::1
记录时间:2015-04-21 10:48:15,215 描述 http://192.168.1.31:9006/user/login/guangfo/123456/info?_c_ip=::1
记录时间:2015-04-21 10:48:15,276 描述 http://192.168.1.31:9006/user/29/org/38/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:15,853 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:16,046 描述 http://192.168.1.31:9006/struct/62,96/factor-status?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:16,251 描述 http://192.168.1.31:9006/struct/62,96/warn-number/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:16,414 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:16,570 描述 http://192.168.1.31:9006/user/29/warning-count/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:16,668 描述 http://192.168.1.31:9006/user/29/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&startRow=1&endRow=15&_c_ip=::1
记录时间:2015-04-21 10:48:16,753 描述 http://192.168.1.31:9006/org/38/report/day?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:16,817 描述 http://192.168.1.31:9006/org/38/report/week?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:16,863 描述 http://192.168.1.31:9006/org/38/report/month?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:16,911 描述 http://192.168.1.31:9006/org/38/report/year?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:19,393 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:19,550 描述 http://192.168.1.31:9006/struct/96/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:19,637 描述 http://192.168.1.31:9006/struct/96/factor-status?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:19,892 描述 http://192.168.1.31:9006/struct/96/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:19,941 描述 http://192.168.1.31:9006/struct/96/factor/deep-displace/groups?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:19,997 描述 http://192.168.1.31:9006/struct/96/factor/16/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:20,169 描述 http://192.168.1.31:9006/deep-displace/89/data-by-time/xy/2015-4-20 10:48/2015-4-21 10:48?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:20,265 描述 http://192.168.1.31:9006/sensor/1614/data/2015-4-20 10:48/2015-4-21 10:48?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:20,348 描述 http://192.168.1.31:9006/struct/96/report/day?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:20,398 描述 http://192.168.1.31:9006/struct/96/report/week?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:20,456 描述 http://192.168.1.31:9006/struct/96/report/month?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:20,512 描述 http://192.168.1.31:9006/struct/96/report/year?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:20,631 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:20,797 描述 http://192.168.1.31:9006/struct/96/constructInfo/list?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584499225&_c_ip=::1
记录时间:2015-04-21 10:48:20,920 描述 http://192.168.1.31:9006/struct/96/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584499226&_c_ip=::1
记录时间:2015-04-21 10:48:20,997 描述 http://192.168.1.31:9006/struct/96/warning-count/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:21,087 描述 http://192.168.1.31:9006/struct/96/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&startRow=1&endRow=15&_=1429584499227&_c_ip=::1
记录时间:2015-04-21 10:48:27,052 描述 http://192.168.1.31:9006/struct/96/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:27,177 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584507105&_c_ip=::1
记录时间:2015-04-21 10:48:27,342 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:27,490 描述 http://192.168.1.31:9006/struct/96/constructInfo/list?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584507484&_c_ip=::1
记录时间:2015-04-21 10:48:27,594 描述 http://192.168.1.31:9006/struct/96/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584507585&_c_ip=::1
记录时间:2015-04-21 10:48:27,720 描述 http://192.168.1.31:9006/struct/96/warning-count/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:27,826 描述 http://192.168.1.31:9006/struct/96/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&startRow=1&endRow=15&_=1429584507820&_c_ip=::1
记录时间:2015-04-21 10:48:28,136 描述 http://192.168.1.31:9006/struct/96/factor/deep-displace/groups?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:28,222 描述 http://192.168.1.31:9006/deep-displace/89/data-by-depth/y/2015-04-20 10:48:28/2015-04-21 10:48:28?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:28,244 描述 http://192.168.1.31:9006/deep-displace/89/data-by-time/y/2015-04-20 10:48:28/2015-04-21 10:48:28?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:28,247 描述 http://192.168.1.31:9006/deep-displace/89/daily-data-by-time/y/2015-4-21 00:00:00/2015-4-21 23:59:59?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:28,398 描述 http://192.168.1.31:9006/deep-displace/89/daily-data-by-time/y/2015-4-20 00:00:00/2015-4-20 23:59:59?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
